politician,politicianDescription,image,politicianLabel,date_of_birth
http://www.wikidata.org/entity/Q2830328,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Alain%20Tourret%20%C3%A0%20l%27Assembl%C3%A9e%20g%C3%A9n%C3%A9rale%20des%20maires%20du%20Calvados.jpg,Alain Tourret,1947-12-25T00:00:00Z
http://www.wikidata.org/entity/Q283173,"Députée de l'Isère, Minister of Higher Education and Research",http://commons.wikimedia.org/wiki/Special:FilePath/Genevi%C3%A8ve%20Fioraso%20-%20F%C3%A9vrier%202013.jpg,Geneviève Fioraso,1954-10-10T00:00:00Z
http://www.wikidata.org/entity/Q2832067,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Alberic%20de%20Montgolfier.jpg,Albéric de Montgolfier,1964-07-06T00:00:00Z
http://www.wikidata.org/entity/Q2832239,mayor of Noisy-le-Sec from 2008 to 2010,http://commons.wikimedia.org/wiki/Special:FilePath/Alda%20PEREIRA%20LEMAITRE2.png,Alda Pereira-Lemaitre,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2834446,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis%20Bachelay.png,Alexis Bachelay,1973-08-19T00:00:00Z
http://www.wikidata.org/entity/Q2834481,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Corbi%C3%A8re%203janv11%20220%20%28cropped%29.jpg,Alexis Corbière,1968-08-17T00:00:00Z
http://www.wikidata.org/entity/Q2836344,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Parti%20socialiste%20Paris%20rally%20regional%20elections%202010-03-11%20n02.jpg,Ali Soumaré,1980-12-25T00:00:00Z
http://www.wikidata.org/entity/Q2837033,French journalist and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20-%20Salon%20du%20livre%202012%20-%20Aline%20Pailler%20-%20001.jpg,Aline Pailler,1955-07-27T00:00:00Z
http://www.wikidata.org/entity/Q2847758,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Flajolet%20-%20cropped.jpg,André Flajolet,1946-12-06T00:00:00Z
http://www.wikidata.org/entity/Q2847810,French docent and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Gattolin.jpg,André Gattolin,1960-06-24T00:00:00Z
http://www.wikidata.org/entity/Q2848624,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Schneider%20par%20Claude%20Truong-Ngoc%20avril%202013.jpg,André Schneider,1947-01-03T00:00:00Z
http://www.wikidata.org/entity/Q2848745,Politician,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Vallini.jpg,André Vallini,1956-07-15T00:00:00Z
http://www.wikidata.org/entity/Q2848786,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Villemanoche-89-inauguration-%C3%A9cole-05.jpg,André Villiers,1954-12-13T00:00:00Z
http://www.wikidata.org/entity/Q2849302,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Ange%20Santini.jpg,Ange Santini,1959-06-10T00:00:00Z
http://www.wikidata.org/entity/Q28496177,french politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jerome%20nury.jpg,Jérôme Nury,1972-08-25T00:00:00Z
http://www.wikidata.org/entity/Q2850772,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Herv%C3%A9%20Novelli.jpg,Hervé Novelli,1949-03-06T00:00:00Z
http://www.wikidata.org/entity/Q2850946,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DeputeXIVeLegVeRep-Anne-Yvonne%20Le%20Dain.jpg,Anne-Yvonne Le Dain,1955-09-01T00:00:00Z
http://www.wikidata.org/entity/Q2851133,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Hidalgo%2C%20f%C3%A9vrier%202014.jpg,Anne Hidalgo,1959-06-19T00:00:00Z
http://www.wikidata.org/entity/Q2851160,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Laperrouze.jpg,Anne Laperrouze,1956-07-04T00:00:00Z
http://www.wikidata.org/entity/Q2851582,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Annick%20Girardin.jpg,Annick Girardin,1964-08-03T00:00:00Z
http://www.wikidata.org/entity/Q2851591,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Annick%20Lepetit%20Gay%20Pride%20Paris%202008.jpg,Annick Lepetit,1958-03-31T00:00:00Z
http://www.wikidata.org/entity/Q2851664,French engineer and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Annie%20Guillemot.jpg,Annie Guillemot,1956-01-27T00:00:00Z
http://www.wikidata.org/entity/Q2851814,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Anny%20Poursinoff.jpg,Anny Poursinoff,1951-10-30T00:00:00Z
http://www.wikidata.org/entity/Q2853916,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20D%C3%A9tourn%C3%A9.jpg,Antoine Détourné,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2856427,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Florent%20Boudi%C3%A9%20-%20d%C3%A9put%C3%A9%20de%20la%20Gironde.jpg,Florent Boudié,1973-09-22T00:00:00Z
http://www.wikidata.org/entity/Q2856831,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Waechter%202011.jpg,Antoine Waechter,1949-02-11T00:00:00Z
http://www.wikidata.org/entity/Q28598564,,http://commons.wikimedia.org/wiki/Special:FilePath/Jsanchez.jpg,Julien Sanchez,1983-10-19T00:00:00Z
http://www.wikidata.org/entity/Q2861893,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Armand%20Jung%20par%20Claude%20Truong-Ngoc%20septembre%202013.jpg,Armand Jung,1950-12-13T00:00:00Z
http://www.wikidata.org/entity/Q2863048,French politician and veterinarian,http://commons.wikimedia.org/wiki/Special:FilePath/ArnaudBazin.jpg,Arnaud Bazin,1959-01-10T00:00:00Z
http://www.wikidata.org/entity/Q2863207,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Cover%20Arnaud-Richard-elections-Me.jpg,Arnaud Richard,1971-04-30T00:00:00Z
http://www.wikidata.org/entity/Q2863211,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Arnaud%20Robinet%20par%20Claude%20Truong-Ngoc%20avril%202015.jpg,Arnaud Robinet,1975-04-30T00:00:00Z
http://www.wikidata.org/entity/Q2866091,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DeputeXIVeLegVeRep-Ary%20Chalus2.jpg,Ary Chalus,1961-12-06T00:00:00Z
http://www.wikidata.org/entity/Q2870852,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Audrey%20Linkenheld.jpg,Audrey Linkenheld,1973-10-11T00:00:00Z
http://www.wikidata.org/entity/Q287849,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/SRADDT%20Carcassonne%202009%2002%2017%20%2881%29.jpg,Éric Andrieu,1960-04-14T00:00:00Z
http://www.wikidata.org/entity/Q287931,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Louis%20Fousseret%20Portrait%20avec%20Drapeau%20PS.jpg,Jean-Louis Fousseret,1946-12-23T00:00:00Z
http://www.wikidata.org/entity/Q2884565,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bariza%20Khiari%20Senat.JPG,Bariza Khiari,1946-09-03T00:00:00Z
http://www.wikidata.org/entity/Q288486,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89ric%20Woerth%202.jpg,Éric Woerth,1956-01-29T00:00:00Z
http://www.wikidata.org/entity/Q288562,French writer and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Cohen-Solal%20Mutualite%202008%2003%2003%20n4.jpg,Érik Orsenna,1947-03-22T00:00:00Z
http://www.wikidata.org/entity/Q28856390,,http://commons.wikimedia.org/wiki/Special:FilePath/Marik%20Fetouh%2C%20adjoint%20au%20Maire%20de%20Bordeaux.jpg,Marik Fetouh,1977-04-23T00:00:00Z
http://www.wikidata.org/entity/Q2887709,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bastien%20Fran%C3%A7ois.jpg,Bastien François,1961-08-21T00:00:00Z
http://www.wikidata.org/entity/Q28890013,,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Serne%20cacchia%20wikipedia.jpg,Pierre Serne,1972-05-28T00:00:00Z
http://www.wikidata.org/entity/Q2896216,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Saint-Huile.jpg,Benjamin Saint-Huile,1983-05-10T00:00:00Z
http://www.wikidata.org/entity/Q2896372,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Benoist-apparu1.jpg,Benoist Apparu,1969-11-24T00:00:00Z
http://www.wikidata.org/entity/Q2897359,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernadette%20Laclais%20wiki.jpg,Bernadette Laclais,1967-03-10T00:00:00Z
http://www.wikidata.org/entity/Q2897376,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/BernadetteMalgorn.jpg,Bernadette Malgorn,1951-06-19T00:00:00Z
http://www.wikidata.org/entity/Q2897543,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Birsinger%20Montfermeil%203.jpg,Bernard Birsinger,1954-09-01T00:00:00Z
http://www.wikidata.org/entity/Q2897580,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Bosson-3.jpg,Bernard Bosson,1948-02-25T00:00:00Z
http://www.wikidata.org/entity/Q2897641,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20BC.jpg,Bernard Carayon,1957-10-01T00:00:00Z
http://www.wikidata.org/entity/Q2897913,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Fournier.jpg,Bernard Fournier,1946-09-13T00:00:00Z
http://www.wikidata.org/entity/Q2897924,French sociologist,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Friot%20-%20Bourse%20du%20travail%20de%20Grasse%20-%20feb%202015.png,Bernard Friot,1946-06-16T00:00:00Z
http://www.wikidata.org/entity/Q2897949,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Gauducheau%202014.jpg,Bernard Gauducheau,1955-06-26T00:00:00Z
http://www.wikidata.org/entity/Q2898033,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20G%C3%89RARD.jpg,Bernard Gérard,1953-08-29T00:00:00Z
http://www.wikidata.org/entity/Q2898240,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DG-Lesterlin.jpg,Bernard Lesterlin,1949-09-18T00:00:00Z
http://www.wikidata.org/entity/Q2898547,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Vote%20solennel%20loi%20mariage%2023042013%2006.jpg,Bernard Roman,1952-07-10T00:00:00Z
http://www.wikidata.org/entity/Q2898636,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Crit%C3%A9rium%20du%20Dauphin%C3%A9%202014%20-%20Etape%206%20-%20Bernard%20Soulage.jpg,Bernard Soulage,1948-10-24T00:00:00Z
http://www.wikidata.org/entity/Q2898696,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Van%20Craeynest%202006-03-07.jpg,Bernard Van Craeynest,1957-02-09T00:00:00Z
http://www.wikidata.org/entity/Q2899446,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bertrand%20Auban%20%28cropped%29.jpg,Bertrand Auban,1947-01-18T00:00:00Z
http://www.wikidata.org/entity/Q2899624,French mathematician and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bertrand%20Monthubert.jpg,Bertrand Monthubert,1970-08-01T00:00:00Z
http://www.wikidata.org/entity/Q2899644,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bertrand%20Pancher.jpg,Bertrand Pancher,1958-06-05T00:00:00Z
http://www.wikidata.org/entity/Q2905771,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Blaise%20ALDO.JPG,Blaise Aldo,1951-02-04T00:00:00Z
http://www.wikidata.org/entity/Q2913271,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Martine%20Faure.png,Martine Faure,1948-09-30T00:00:00Z
http://www.wikidata.org/entity/Q2913287,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Roum%C3%A9gas%20by%20Mikani.JPG,Jean-Louis Roumégas,1962-06-06T00:00:00Z
http://www.wikidata.org/entity/Q291341,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Lepage%2C%20Corinne-2493.jpg,Corinne Lepage,1951-05-11T00:00:00Z
http://www.wikidata.org/entity/Q291341,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Sarnez%20Mutualite%202008%2003%2004%20n4.jpg,Corinne Lepage,1951-05-11T00:00:00Z
http://www.wikidata.org/entity/Q291356,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Val%C3%A9rie%20Fourneyron.jpg,Valérie Fourneyron,1959-10-04T00:00:00Z
http://www.wikidata.org/entity/Q291385,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Delphine%20Batho%20p1370391%20%28crop%29.jpg,Delphine Batho,1973-03-23T00:00:00Z
http://www.wikidata.org/entity/Q2917670,Spanish politician,http://commons.wikimedia.org/wiki/Special:FilePath/Verstryge.jpg,Jorge Verstrynge Rojas,1948-09-22T00:00:00Z
http://www.wikidata.org/entity/Q2920819,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DeputeXIVeLegVeRep-Sebastien%20Denaja.jpg,Sébastien Denaja,1979-01-14T00:00:00Z
http://www.wikidata.org/entity/Q2920825,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Nathalie%20App%C3%A9r%C3%A9%20-%20F%C3%A9vrier%202013%20-%2001.JPG,Nathalie Appéré,1975-07-08T00:00:00Z
http://www.wikidata.org/entity/Q292458,Member of Parliament,http://commons.wikimedia.org/wiki/Special:FilePath/Marion%20Mar%C3%A9chal-Le%20Pen%20-%202012-04-22%20-%20Cropped.jpg,Marion Maréchal-Le Pen,1989-12-10T00:00:00Z
http://www.wikidata.org/entity/Q2925398,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Brigitte%20Bar%C3%A8ges.jpg,Brigitte Barèges,1953-05-01T00:00:00Z
http://www.wikidata.org/entity/Q2925422,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Brigitte%20Girardin%2C%20Ministre.jpg,Brigitte Girardin,1953-01-12T00:00:00Z
http://www.wikidata.org/entity/Q2925440,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/PortraitL%C3%A9ger.png,Brigitte Kuster,1959-04-12T00:00:00Z
http://www.wikidata.org/entity/Q2925446,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Brigitte%20Le%20Brethon.jpg,Brigitte Le Brethon,1951-03-08T00:00:00Z
http://www.wikidata.org/entity/Q2926637,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bruno%20Beschizza.jpg,Bruno Beschizza,1968-03-24T00:00:00Z
http://www.wikidata.org/entity/Q2926662,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/BBB-080711.JPG,Bruno Bourg-Broc,1945-02-25T00:00:00Z
http://www.wikidata.org/entity/Q2926662,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bruno%20Bourg-Broc%20par%20Claude%20Truong-Ngoc%20avril%202015.jpg,Bruno Bourg-Broc,1945-02-25T00:00:00Z
http://www.wikidata.org/entity/Q2926845,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Joncour.jpg,Bruno Joncour,1953-11-25T00:00:00Z
http://www.wikidata.org/entity/Q2926861,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bruno%20Le%20Roux%2C%202012%20%28cropped%29.jpg,Bruno Le Roux,1965-05-02T00:00:00Z
http://www.wikidata.org/entity/Q2926942,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bruno%20Retailleau.jpg,Bruno Retailleau,1960-11-20T00:00:00Z
http://www.wikidata.org/entity/Q2926985,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/BrunoSido2012.jpg,Bruno Sido,1951-02-19T00:00:00Z
http://www.wikidata.org/entity/Q2929478,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bsantais%20wiki01.jpg,Béatrice Santais,1964-09-17T00:00:00Z
http://www.wikidata.org/entity/Q2929484,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A9atrice%20Patrie.jpg,Béatrice Patrie,1957-05-12T00:00:00Z
http://www.wikidata.org/entity/Q2939324,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Da%20Silva%20-%202.jpg,Carlos Da Silva,1974-11-16T00:00:00Z
http://www.wikidata.org/entity/Q2939880,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Carole%20Delga.jpg,Carole Delga,1971-08-19T00:00:00Z
http://www.wikidata.org/entity/Q2939980,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Cayeux.jpg,Caroline Cayeux,1948-11-01T00:00:00Z
http://www.wikidata.org/entity/Q2940040,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Europe%20Ecologie%20closing%20rally%20regional%20elections%202010-03-10%20n02.jpg,Caroline Mécary,1963-04-16T00:00:00Z
http://www.wikidata.org/entity/Q2941865,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DeputeXIVeLegVeRep-Catherine%20Coutelle2.jpg,Catherine Coutelle,1945-04-02T00:00:00Z
http://www.wikidata.org/entity/Q2941945,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20G%C3%A9nisson%20s%C3%A9natrice.jpg,Catherine Génisson,1949-04-22T00:00:00Z
http://www.wikidata.org/entity/Q2942049,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20Qu%C3%A9r%C3%A9%2C%20Paris%2C%202012%20%28cropped%29.jpg,Catherine Quéré,1948-03-16T00:00:00Z
http://www.wikidata.org/entity/Q2942079,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20Troallic.jpg,Catherine Troallic,1974-05-10T00:00:00Z
http://www.wikidata.org/entity/Q2942097,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20Vautrin.jpg,Catherine Vautrin,1960-07-26T00:00:00Z
http://www.wikidata.org/entity/Q29480227,,http://commons.wikimedia.org/wiki/Special:FilePath/Fabienne%20Blineau%20et%20Fran%C3%A7ois%20Fillon.jpg,Fabienne Blineau,1971-10-28T00:00:00Z
http://www.wikidata.org/entity/Q29540110,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Leila%20Chaibi%202.jpg,Leïla Chaibi,1982-10-05T00:00:00Z
http://www.wikidata.org/entity/Q2956260,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Chantal%20Berthelot.jpg,Chantal Berthelot,1958-09-12T00:00:00Z
http://www.wikidata.org/entity/Q2956263,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/PhotoChantalBourragu%C3%A9.JPG,Chantal Bourragué,1946-03-03T00:00:00Z
http://www.wikidata.org/entity/Q2956266,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Chantal%20Brunel%20-%20avril%202009.jpg,Chantal Brunel,1948-09-09T00:00:00Z
http://www.wikidata.org/entity/Q2956272,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Chantal-Cauquil.jpg,Chantal Cauquil,1949-07-03T00:00:00Z
http://www.wikidata.org/entity/Q2956288,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Tonnerres%20de%20Brest%202012%20-%20Inauguration%20village%20Russie%20-%20015.jpg,Chantal Guittet,1955-03-12T00:00:00Z
http://www.wikidata.org/entity/Q29570183,,http://commons.wikimedia.org/wiki/Special:FilePath/Aurore-Berg%C3%A92.jpg,Aurore Bergé,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29579537,,http://commons.wikimedia.org/wiki/Special:FilePath/Loig%20chesnais-girard%20oct%202013.jpg,Loïg Chesnais-Girard,1977-03-25T00:00:00Z
http://www.wikidata.org/entity/Q2958514,Businessperson,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Beigbeder%203.jpg,Charles Beigbeder,1964-04-20T00:00:00Z
http://www.wikidata.org/entity/Q2959183,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Lena%20Louarn%2C%20Charles%20Gautier%20and%20Michel%20Fran%C3%A7ois.JPG,Charles Gautier,1945-01-25T00:00:00Z
http://www.wikidata.org/entity/Q2960530,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20comte%20de%20Bourbon%20Busset.JPG,Charles de Bourbon Busset,1945-08-04T00:00:00Z
http://www.wikidata.org/entity/Q2960570,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20De%20Courson.JPG,Charles de Courson,1952-04-02T00:00:00Z
http://www.wikidata.org/entity/Q2961751,French deputy,http://commons.wikimedia.org/wiki/Special:FilePath/Chaynesse%20Khirouni.jpg,Chaynesse Khirouni,1968-03-17T00:00:00Z
http://www.wikidata.org/entity/Q2962677,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Chenva%20Tieu.jpg,Chenva Tieu,1963-04-05T00:00:00Z
http://www.wikidata.org/entity/Q2965090,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Brodhag%203G.jpg,Christian Brodhag,1952-03-31T00:00:00Z
http://www.wikidata.org/entity/Q2965111,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Cambon-IMG%204075.jpg,Christian Cambon,1948-03-08T00:00:00Z
http://www.wikidata.org/entity/Q2965213,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Demuynck.jpg,Christian Demuynck,1947-07-24T00:00:00Z
http://www.wikidata.org/entity/Q2965226,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Dupessey.jpg,Christian Dupessey,1945-09-28T00:00:00Z
http://www.wikidata.org/entity/Q2965229,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/2011%20Christian%20Dupuy%20au%20jumelage%20Suresnes-Holon.jpg,Christian Dupuy,1950-10-24T00:00:00Z
http://www.wikidata.org/entity/Q2965236,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Eckert%20%2822%20mai%202014%29.jpg,Christian Eckert,1956-02-08T00:00:00Z
http://www.wikidata.org/entity/Q2965244,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20cf%202.jpg,Christian Favier,1951-02-20T00:00:00Z
http://www.wikidata.org/entity/Q2965260,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Franqueville.jpg,Christian Franqueville,1949-05-14T00:00:00Z
http://www.wikidata.org/entity/Q2965349,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/RuidaCosta4joursdeDK.JPG,Christian Hutin,1961-01-18T00:00:00Z
http://www.wikidata.org/entity/Q2965544,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Philip1.JPG,Christian Philip,1948-10-02T00:00:00Z
http://www.wikidata.org/entity/Q2965547,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Pierret%20par%20Claude%20Truong-Ngoc%20octobre%202013.jpg,Christian Pierret,1946-03-12T00:00:00Z
http://www.wikidata.org/entity/Q2965555,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Picquet%20Front%20de%20Gauche%202009-03-08.jpg,Christian Picquet,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2965565,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/2013-01-30%2019-12-16-oser-le-debat.jpg,Christian Proust,1949-09-17T00:00:00Z
http://www.wikidata.org/entity/Q2965615,French politician and economist,http://commons.wikimedia.org/wiki/Special:FilePath/Christianse.jpg,Christian Saint-Étienne,1951-10-15T00:00:00Z
http://www.wikidata.org/entity/Q2965667,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Troadec.jpg,Christian Troadec,1966-03-24T00:00:00Z
http://www.wikidata.org/entity/Q2966061,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christophe%20Andr%C3%A9%20Frassa%20%28Vilnius%202009%29.JPG,Christophe Frassa,1968-02-04T00:00:00Z
http://www.wikidata.org/entity/Q2966121,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/CB%20Haute%202.jpg,Christophe Bouillon,1969-03-04T00:00:00Z
http://www.wikidata.org/entity/Q2966264,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Girard2006.JPG,Christophe Girard,1956-02-09T00:00:00Z
http://www.wikidata.org/entity/Q2966490,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christophe%20Sirugue.jpg,Christophe Sirugue,1966-08-14T00:00:00Z
http://www.wikidata.org/entity/Q2975057,"French conductor, politician",http://commons.wikimedia.org/wiki/Special:FilePath/Bayrou%20Bercy%202007-04-18%20n30.jpg,Claire Gibault,1945-10-31T00:00:00Z
http://www.wikidata.org/entity/Q2976160,French activist,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20M%C3%A9nard%20Meeting%20-0664.jpg,Robert Ménard,1953-07-06T00:00:00Z
http://www.wikidata.org/entity/Q2976646,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude-Annick%20Tissot%2C%20gymnase%20Japy%202008%2002%2027%20n1.jpg,Claude-Annick Tissot,1949-06-11T00:00:00Z
http://www.wikidata.org/entity/Q2976992,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Bertaud.jpg,Claude Bertaud,1945-11-01T00:00:00Z
http://www.wikidata.org/entity/Q2977033,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Bodin.jpg,Claude Bodin,1952-05-15T00:00:00Z
http://www.wikidata.org/entity/Q2977129,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Capillon.jpg,Claude Capillon,1950-04-14T00:00:00Z
http://www.wikidata.org/entity/Q2977293,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Dilain.jpg,Claude Dilain,1948-08-12T00:00:00Z
http://www.wikidata.org/entity/Q2977597,"French politician, president of the general council of the départment Doubs",http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9gislatives%20Doubs%202012%20002.jpg,Claude Jeannerot,1945-04-10T00:00:00Z
http://www.wikidata.org/entity/Q2978334,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Claude%20de%20Ganay.jpg,Claude de Ganay,1953-09-05T00:00:00Z
http://www.wikidata.org/entity/Q2978384,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/ClaudeEvin.jpg,Claude Évin,1949-06-29T00:00:00Z
http://www.wikidata.org/entity/Q2978491,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Ledoux.jpg,Claudine Ledoux,1959-01-10T00:00:00Z
http://www.wikidata.org/entity/Q2978494,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claudine%20Lepage.jpg,Claudine Lepage,1949-08-10T00:00:00Z
http://www.wikidata.org/entity/Q2980738,Politician,http://commons.wikimedia.org/wiki/Special:FilePath/Cl%C3%A9mentine%20Autain.png,Clémentine Autain,1973-05-26T00:00:00Z
http://www.wikidata.org/entity/Q2982476,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Colette%20Capdevielle.png,Colette Capdevielle,1958-10-14T00:00:00Z
http://www.wikidata.org/entity/Q2994798,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Constance%20Blanchard%20%282006%29.jpg,Constance Blanchard,1987-04-26T00:00:00Z
