politician,politicianDescription,image,politicianLabel,date_of_birth
http://www.wikidata.org/entity/Q157,24th President of the French Republic,http://commons.wikimedia.org/wiki/Special:FilePath/Francois%20Hollande%202015.jpeg,François Hollande,1954-08-12T00:00:00Z
http://www.wikidata.org/entity/Q101410,Prime Minister of France (2007-2012),http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Fillon%202010.jpg,François Fillon,1954-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1027406,French deputy,http://commons.wikimedia.org/wiki/Special:FilePath/Fan%C3%A9lie%20Carrey-Conte.jpg,Fanélie Carrey-Conte,1980-05-16T00:00:00Z
http://www.wikidata.org/entity/Q1051012,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20M%C3%A9gret.jpg,Catherine Mégret,1958-03-16T00:00:00Z
http://www.wikidata.org/entity/Q1059511,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Roger%20Karoutchi%206.jpg,Roger Karoutchi,1951-08-26T00:00:00Z
http://www.wikidata.org/entity/Q1096496,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Bartolone.jpg,Claude Bartolone,1951-07-29T00:00:00Z
http://www.wikidata.org/entity/Q11015795,Peruvian politician,http://commons.wikimedia.org/wiki/Special:FilePath/Ver%C3%B3nika%20Mendoza%20%28cropped%29.jpg,Verónika Mendoza,1980-12-09T00:00:00Z
http://www.wikidata.org/entity/Q1106890,French Polynesian politician,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Fritch%20March%C3%A9%20Papeete.JPG,Édouard Fritch,1952-01-04T00:00:00Z
http://www.wikidata.org/entity/Q1108330,"French association football player, politician and journalist",http://commons.wikimedia.org/wiki/Special:FilePath/Avi%20Assouly-IMG%205677.JPG,Avi Assouly,1950-06-05T00:00:00Z
http://www.wikidata.org/entity/Q1134143,New Caledonian politician,http://commons.wikimedia.org/wiki/Special:FilePath/Harold%20Martin.jpg,Harold Martin,1954-04-06T00:00:00Z
http://www.wikidata.org/entity/Q113957,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Dubois%20mars%202011.JPG,Daniel Dubois,1952-02-05T00:00:00Z
http://www.wikidata.org/entity/Q1160874,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DG%20EHPAD%20070206.jpg,Daniel Goldberg,1965-08-24T00:00:00Z
http://www.wikidata.org/entity/Q11692759,"French historian, politician and writer",http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20sorauren.png,Mikel Sorauren,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q117340,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20De%20Rugy%20-%20Assembl%C3%A9e%20Nationale%20-%2020111025-02.jpg,François de Rugy,1973-12-06T00:00:00Z
http://www.wikidata.org/entity/Q117402,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20pompili.jpg,Barbara Pompili,1975-06-13T00:00:00Z
http://www.wikidata.org/entity/Q1188660,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jcmignon.portrait.jpg,Jean-Claude Mignon,1950-02-02T00:00:00Z
http://www.wikidata.org/entity/Q1192864,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Morel-A-L%27Huissier.jpg,Pierre Morel-A-L'Huissier,1958-12-21T00:00:00Z
http://www.wikidata.org/entity/Q119362,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Paul%20Besset%20Europe%20Ecologie%202009-06-03.jpg,Jean-Paul Besset,1946-08-17T00:00:00Z
http://www.wikidata.org/entity/Q120693,Swiss politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Studer%202008.jpg,Jean Studer,1957-11-12T00:00:00Z
http://www.wikidata.org/entity/Q121901,Swiss politician,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A9atrice%20M%C3%A9traux-crop.jpg,Béatrice Métraux,1955-08-11T00:00:00Z
http://www.wikidata.org/entity/Q1233700,French rapper,http://commons.wikimedia.org/wiki/Special:FilePath/DOC%20GYNECO-24x30-1997.jpg,Doc Gynéco,1974-05-10T00:00:00Z
http://www.wikidata.org/entity/Q1238152,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Marisol%20Touraine.jpg,Dominique Bertinotti,1954-01-10T00:00:00Z
http://www.wikidata.org/entity/Q1238152,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Bertinotti.jpg,Dominique Bertinotti,1954-01-10T00:00:00Z
http://www.wikidata.org/entity/Q1238159,French political figure and journalist,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Baudis%20devant%20le%20Parlement%20europ%C3%A9en.jpg,Dominique Baudis,1947-04-14T00:00:00Z
http://www.wikidata.org/entity/Q1238301,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20plancke.jpg,Dominique Plancke,1957-04-19T00:00:00Z
http://www.wikidata.org/entity/Q1238315,French member of European Parliament,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Riquet%20MEP%20France%2002.jpg,Dominique Riquet,1946-09-18T00:00:00Z
http://www.wikidata.org/entity/Q1238345,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Tian%20lors%20du%20premier%20tour%20de%20l%27%C3%A9lection%20pr%C3%A9sidentielle%202012.JPG,Dominique Tian,1959-12-14T00:00:00Z
http://www.wikidata.org/entity/Q1285501,French historian and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Esther%20Benbassa.jpg,Esther Benbassa,1950-03-27T00:00:00Z
http://www.wikidata.org/entity/Q129774,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Delebarre%204JDD%202010.jpg,Michel Delebarre,1946-04-27T00:00:00Z
http://www.wikidata.org/entity/Q131660,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Launch%20Republique%20Solidaire%202010-06-19%20n05.jpg,Dominique de Villepin,1953-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1321340,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Pau-Langevin%20-%20F%C3%A9vrier%202013%20%282%29.jpg,George Pau-Langevin,1948-10-19T00:00:00Z
http://www.wikidata.org/entity/Q13232533,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20B%C3%A9atse.jpg,Frédéric Béatse,1970-10-04T00:00:00Z
http://www.wikidata.org/entity/Q1335797,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Nihous%20-%20Langon%202007%20-%20p1%20cropped.jpg,Frédéric Nihous,1967-08-15T00:00:00Z
http://www.wikidata.org/entity/Q13414872,Catalan economist and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Via%20Catalana%20Barcelona%20Pla%C3%A7a%20Catalunya%2092.jpg,Muriel Casals,1945-04-06T00:00:00Z
http://www.wikidata.org/entity/Q13426765,French Jewish politician,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Assemblee%20nationale%20pixels.png,Meyer Habib,1961-04-28T00:00:00Z
http://www.wikidata.org/entity/Q1347791,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuelli.jpg,Henri Emmanuelli,1945-05-31T00:00:00Z
http://www.wikidata.org/entity/Q1351147,French politician French MEP,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20Onesta%20-%20Cohen%27s%20rallye%2C%20Toulouse%20town%20election%2C%202008%201261.jpg,Gérard Onesta,1960-08-05T00:00:00Z
http://www.wikidata.org/entity/Q1353605,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/PASCAL%20CLEMENT%201.jpg,Pascal Clément,1945-05-12T00:00:00Z
http://www.wikidata.org/entity/Q1360173,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20Longuet.jpg,Gérard Longuet,1946-02-24T00:00:00Z
http://www.wikidata.org/entity/Q1368766,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Pierre%20Audy%20par%20Claude%20Truong-Ngoc%20mai%202013.jpg,Jean-Pierre Audy,1952-06-12T00:00:00Z
http://www.wikidata.org/entity/Q1379706,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20Schivardi%20%26%20Marianne%2C%20Bustes%20Mailhac.jpg,Gérard Schivardi,1950-04-17T00:00:00Z
http://www.wikidata.org/entity/Q1383068,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Kert%2C%202007.jpg,Christian Kert,1946-07-25T00:00:00Z
http://www.wikidata.org/entity/Q1393874,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Vidalies-cropped.jpg,Alain Vidalies,1951-03-17T00:00:00Z
http://www.wikidata.org/entity/Q1393994,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Pierre%20Bel.jpg,Jean-Pierre Bel,1951-12-30T00:00:00Z
http://www.wikidata.org/entity/Q1394045,French MEP,http://commons.wikimedia.org/wiki/Special:FilePath/Kader%20Arif%20-%20Airbus%20public%20demonstration%20in%20Toulouse%200365%202007-03-06.jpg,Kader Arif,1959-07-03T00:00:00Z
http://www.wikidata.org/entity/Q1398216,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Meeting%20Voynet%20Mutualite%202006-04-05%20n8.jpg,Yves Cochet,1946-02-15T00:00:00Z
http://www.wikidata.org/entity/Q1399412,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Paul-Marie%20Co%C3%BBteaux%20-%20De%20Villiers%20meeting%20in%20Toulouse%20for%20the%202007%20French%20presidential%20election%200060%202007-04-16.jpg,Paul-Marie Coûteaux,1956-07-31T00:00:00Z
http://www.wikidata.org/entity/Q1404258,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Cadec%2C%20Alain-9575.jpg,Alain Cadec,1953-06-21T00:00:00Z
http://www.wikidata.org/entity/Q1415007,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Beauvais-2010.jpg,Laurent Beauvais,1952-06-24T00:00:00Z
http://www.wikidata.org/entity/Q1442460,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Franck%20Proust%2001.JPG,Franck Proust,1963-05-02T00:00:00Z
http://www.wikidata.org/entity/Q1450831,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Michel%20Lambert%2C%20D%C3%A9put%C3%A9%20EELV%20de%20la%20circo%201310.jpg,François-Michel Lambert,1966-08-24T00:00:00Z
http://www.wikidata.org/entity/Q1450883,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Alfonsi.jpg,François Alfonsi,1953-09-14T00:00:00Z
http://www.wikidata.org/entity/Q1457778,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Aubert%20d%C3%A9put%C3%A9.jpg,Julien Aubert,1978-06-11T00:00:00Z
http://www.wikidata.org/entity/Q14626539,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Chaussegros%20avril%202013.jpg,Bernard Chaussegros,1962-09-11T00:00:00Z
http://www.wikidata.org/entity/Q1470586,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Xavier%20Darcos%203.jpg,Xavier Darcos,1947-07-14T00:00:00Z
http://www.wikidata.org/entity/Q15054090,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Martin%20par%20Claude%20Truong-Ngoc%20mai%202014.jpg,Édouard Martin,1963-06-15T00:00:00Z
http://www.wikidata.org/entity/Q15094872,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Philippepivert.JPG,Philippe Pivert,1948-04-24T00:00:00Z
http://www.wikidata.org/entity/Q1514662,French politician French MEP,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Luc%20Bennahmias%20-%20Janvier%202012.jpg,Jean-Luc Bennahmias,1954-12-02T00:00:00Z
http://www.wikidata.org/entity/Q152472,Colombian-French politician,http://commons.wikimedia.org/wiki/Special:FilePath/INGRID%20BETANCOURT%20IN%20PISA.jpg,Ingrid Betancourt,1961-12-25T00:00:00Z
http://www.wikidata.org/entity/Q1530897,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Patrick%20Mennucci.png,Patrick Mennucci,1955-04-08T00:00:00Z
http://www.wikidata.org/entity/Q1534217,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20de%20La%20Verpilli%C3%A8re.jpg,Charles de la Verpillière,1954-05-31T00:00:00Z
http://www.wikidata.org/entity/Q15407374,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Corinne%20Morel%20Darleux.jpg,Corinne Morel Darleux,1973-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1559066,French politician and ocean rower,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard-d-Aboville-on-living-deck-of-PlanetSolar.JPG,Gérard d'Aboville,1945-09-05T00:00:00Z
http://www.wikidata.org/entity/Q15724624,French politician and philosopher,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20-%20La%20Manif%20pour%20Tous%20-%2020141005%20-%2043.jpg,François-Xavier Bellamy,1985-10-11T00:00:00Z
http://www.wikidata.org/entity/Q1590383,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89tienne%20Blanc.jpg,Étienne Blanc,1954-08-29T00:00:00Z
http://www.wikidata.org/entity/Q15938079,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Lisettenarducci.jpg,Lisette Narducci,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15973778,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/2013-0989-005-SB.jpg,Françoise Boog,1960-08-02T00:00:00Z
http://www.wikidata.org/entity/Q16007948,French engineer and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Piolle.jpg,Éric Piolle,1973-01-06T00:00:00Z
http://www.wikidata.org/entity/Q16026676,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Costes.jpg,Jean-Louis Costes,1963-08-23T00:00:00Z
http://www.wikidata.org/entity/Q16037012,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Johanna%20Rolland%2C%20maire%20de%20Nantes..jpg,Johanna Rolland,1979-05-11T00:00:00Z
http://www.wikidata.org/entity/Q16268900,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Fourcade%20-%20Paris%20Tramway%20ligne%205%20Inauguration.jpg,Michel Fourcade,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16269621,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvine%20Thomassin.JPG,Sylvine Thomassin,1959-12-13T00:00:00Z
http://www.wikidata.org/entity/Q16354684,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Intervention%20au%20s%C3%A9minaire%20annuel%20de%20la%20D%C3%A9l%C3%A9gation%20socialiste%20fran%C3%A7aise.jpg,Christine Revault d'Allonnes-Bonnefoy,1971-11-10T00:00:00Z
http://www.wikidata.org/entity/Q16467660,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Crit%C3%A9rium%20du%20Dauphin%C3%A9%202014%20-%20Etape%206%20-%20Eliane%20Giraud.jpg,Éliane Giraud,1952-03-12T00:00:00Z
http://www.wikidata.org/entity/Q16467684,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/GildaHobert.jpg,Gilda Hobert,1948-12-02T00:00:00Z
http://www.wikidata.org/entity/Q16467685,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Anne-Christine%20Lang%20%C3%A0%20l%27Assemblee%20Nationale.jpg,Anne-Christine Lang,1961-08-10T00:00:00Z
http://www.wikidata.org/entity/Q16527097,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Le%20Strat-IMG%204063.jpg,Anne Le Strat,1968-09-25T00:00:00Z
http://www.wikidata.org/entity/Q16549460,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/GillesLebreton.jpg,Gilles Lebreton,1958-10-11T00:00:00Z
http://www.wikidata.org/entity/Q16642462,French economist,http://commons.wikimedia.org/wiki/Special:FilePath/Hjl.JPG,Hubert Julien-Laferrière,1966-02-27T00:00:00Z
http://www.wikidata.org/entity/Q16646407,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Bruneau%20-%20Photo%20officielle.jpg,Joël Bruneau,1963-09-07T00:00:00Z
http://www.wikidata.org/entity/Q16663734,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/FIG2014%20-%20Mathieu%20Klein.jpg,Mathieu Klein,1976-01-20T00:00:00Z
http://www.wikidata.org/entity/Q16667915,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Olivier%20Bianchi%204.jpg,Olivier Bianchi,1970-06-10T00:00:00Z
http://www.wikidata.org/entity/Q16669152,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Patrice%20Vergriete%2C%20Maire%20de%20Dunkerque.jpg,Patrice Vergriete,1968-07-04T00:00:00Z
http://www.wikidata.org/entity/Q16669774,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Saurel.JPG,Philippe Saurel,1957-12-17T00:00:00Z
http://www.wikidata.org/entity/Q16669934,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bournazel.png,Pierre-Yves Bournazel,1977-08-31T00:00:00Z
http://www.wikidata.org/entity/Q16685205,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Emile-Roger%20Lombertie.JPG,Émile-Roger Lombertie,1951-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1684726,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Socialist%20rally%20Zenith%202007%2005%2029%20n1.jpg,Jean-Christophe Cambadélis,1951-08-14T00:00:00Z
http://www.wikidata.org/entity/Q1685028,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Festival%20d%27Avignon%20-%20conf%C3%A9rence%20de%20presse%20Jean-Marc%20Roubaud%201.jpg,Jean-Marc Roubaud,1951-06-18T00:00:00Z
http://www.wikidata.org/entity/Q1685137,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Paul%20Fournier.jpg,Jean-Paul Fournier,1945-10-16T00:00:00Z
http://www.wikidata.org/entity/Q16855047,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Rochedy-230912.JPG,Julien Rochedy,1988-03-10T00:00:00Z
http://www.wikidata.org/entity/Q16855333,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Renoult%20apr%C3%A8s%20sa%20victoire%20%C3%A0%20la%20mairie%20de%20Saint-Malo.jpeg,Claude Renoult,1948-01-25T00:00:00Z
http://www.wikidata.org/entity/Q1685800,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Rottner%20par%20Claude%20Truong-Ngoc%20avril%202015.jpg,Jean Rottner,1967-01-28T00:00:00Z
http://www.wikidata.org/entity/Q16916373,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Balas.jpg,Guillaume Balas,1972-08-30T00:00:00Z
http://www.wikidata.org/entity/Q16945390,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvie%20Robert%2C%20s%C3%A9natrice%20d%27Ille-et-Vilaine%20%28cropped%29.jpg,Sylvie Robert,1963-08-28T00:00:00Z
http://www.wikidata.org/entity/Q16948138,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Ferrand.jpg,Édouard Ferrand,1965-04-25T00:00:00Z
http://www.wikidata.org/entity/Q16948153,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me%20Lavrilleux%20Parlement%20europ%C3%A9en%2026%20novembre%202014.jpg,Jérôme Lavrilleux,1969-09-19T00:00:00Z
http://www.wikidata.org/entity/Q16963316,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Myl%C3%A8ne%20Troszczynski%2C%202015.jpg,Mylène Troszczynski,1972-05-16T00:00:00Z
http://www.wikidata.org/entity/Q16963365,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Luc%20Schaffhauser%20Parlement%20europ%C3%A9en%20Strasbourg%201er%20juillet%202014.jpg,Jean-Luc Schaffhauser,1955-12-17T00:00:00Z
http://www.wikidata.org/entity/Q17152822,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Intervention%20Dominique%20Martin.jpg,Dominique Martin,1961-10-01T00:00:00Z
http://www.wikidata.org/entity/Q17171393,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Sander%20par%20Claude%20Truong-Ngoc%20juillet%202014.jpg,Anne Sander,1973-10-01T00:00:00Z
http://www.wikidata.org/entity/Q17173914,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Arribag%C3%A9.jpg,Laurence Arribagé,1970-05-25T00:00:00Z
http://www.wikidata.org/entity/Q17177077,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Laurent.degallaix.jpg,Laurent Degallaix,1965-09-11T00:00:00Z
http://www.wikidata.org/entity/Q1717882,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/DeputeXIVeLegVeRep-Olivier%20Ferrand1.jpg,Olivier Ferrand,1969-11-08T00:00:00Z
http://www.wikidata.org/entity/Q17183721,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/GB7.jpg,Gauthier Bouchet,1987-11-15T00:00:00Z
http://www.wikidata.org/entity/Q1726930,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Christophe%20Castaner.jpg,Christophe Castaner,1966-01-03T00:00:00Z
http://www.wikidata.org/entity/Q17332884,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/St%C3%A9phaneClaireaux.jpg,Stéphane Claireaux,1964-06-23T00:00:00Z
http://www.wikidata.org/entity/Q17350886,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Romain%20Colas%20-%202009-02-07%20-%20IMG%202914.jpg,Romain Colas,1979-11-22T00:00:00Z
http://www.wikidata.org/entity/Q17350905,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Maina%20Sage.jpg,Maina Sage,1975-05-10T00:00:00Z
http://www.wikidata.org/entity/Q17417558,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Remi%20Chaintron.jpg,Rémi Chaintron,1972-08-25T00:00:00Z
http://www.wikidata.org/entity/Q17485936,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Coquerel.jpg,Éric Coquerel,1958-12-30T00:00:00Z
http://www.wikidata.org/entity/Q17490552,French jurist,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Temple%20DLR%202009-06-02.jpg,Henri Temple,1945-11-01T00:00:00Z
http://www.wikidata.org/entity/Q17496987,French oncologist,http://commons.wikimedia.org/wiki/Special:FilePath/Francois%20Morvan%20DLR%202009-06-02.jpg,François Morvan,1953-06-11T00:00:00Z
http://www.wikidata.org/entity/Q17497010,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Ga%C3%ABl%20Perdriau.jpg,Gaël Perdriau,1972-07-08T00:00:00Z
http://www.wikidata.org/entity/Q17619499,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Myriam%20El%20Khomri%20par%20Claude%20Truong-Ngoc%20septembre%202014.jpg,Myriam El Khomri,1978-02-18T00:00:00Z
http://www.wikidata.org/entity/Q17619515,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Demarthe%20boistard.jpg,Pascal Demarthe,1960-01-29T00:00:00Z
http://www.wikidata.org/entity/Q1768192,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Alain%20Rousset%20dans%20les%20Landes%202010.jpg,Alain Rousset,1951-02-16T00:00:00Z
http://www.wikidata.org/entity/Q1778536,French politician and economist,http://commons.wikimedia.org/wiki/Special:FilePath/Karine%20Berger%202011.jpg,Karine Berger,1973-03-11T00:00:00Z
http://www.wikidata.org/entity/Q178339,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Kofi%20Yamgnane%20%C3%A0%20Quimper.jpg,Kofi Yamgnane,1945-10-11T00:00:00Z
http://www.wikidata.org/entity/Q18026635,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Castelain%20Jielbeaumadier%20Tour%20de%20France%202014%20vda%2079%20jpeg.jpg,Damien Castelain,1967-08-18T00:00:00Z
http://www.wikidata.org/entity/Q18068893,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20Couet%2C%20pr%C3%A9sident%20de%20Rennes%20M%C3%A9tropole%2C%20septembre%202014.jpg,Emmanuel Couet,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18202487,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Durovray.jpg,François Durovray,1971-03-04T00:00:00Z
http://www.wikidata.org/entity/Q18202527,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Pierre%20M%C3%A9devielle.jpg,Pierre Médevielle,1960-04-17T00:00:00Z
http://www.wikidata.org/entity/Q18202528,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Lemoyne%20%28homme%20politique%29.jpg,Jean-Baptiste Lemoyne,1977-09-15T00:00:00Z
http://www.wikidata.org/entity/Q18202532,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Intervention%20en%20s%C3%A9ance%20publique.jpg,Jean-François Longeot,1956-12-27T00:00:00Z
http://www.wikidata.org/entity/Q18202540,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Lalande.JPG,Bernard Lalande,1954-04-06T00:00:00Z
http://www.wikidata.org/entity/Q18202542,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Mcsenateur.jpg,Michel Canévet,1960-12-14T00:00:00Z
http://www.wikidata.org/entity/Q18202546,French model and politician,http://commons.wikimedia.org/wiki/Special:FilePath/Cyril%20Pellevat.JPG,Cyril Pellevat,1981-02-18T00:00:00Z
http://www.wikidata.org/entity/Q18202556,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Marc%20Gabouty.JPG,Jean-Marc Gabouty,1949-05-17T00:00:00Z
http://www.wikidata.org/entity/Q18202561,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Pascal%20Allizard.jpg,Pascal Allizard,1962-12-19T00:00:00Z
http://www.wikidata.org/entity/Q18202569,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Gremillet%20par%20Claude%20Truong-Ngoc%20janvier%202016.jpg,Daniel Gremillet,1953-07-31T00:00:00Z
http://www.wikidata.org/entity/Q18202579,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7oise%20Gatel%20-%20Campagne%20%C3%A9lectorale%202013.png,Françoise Gatel,1953-03-14T00:00:00Z
http://www.wikidata.org/entity/Q18202588,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Inauguration%20mairie%20du%20Grau-du-Roi%20-%208%20mars%202014%20%282%29.jpg,Vivette Lopez,1954-12-27T00:00:00Z
http://www.wikidata.org/entity/Q18202624,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Gis%C3%A8le%20Jourda%20s%27exprime%20%C3%A0%20la%20tribune%20du%20S%C3%A9nat.jpg,Gisèle Jourda,1955-03-24T00:00:00Z
http://www.wikidata.org/entity/Q18214310,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/2014-04-04%2018-43-53%20conseil-municipal-belfort.jpg,Cédric Perrin,1974-01-20T00:00:00Z
http://www.wikidata.org/entity/Q18214565,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Doineau-VGE.jpg,Élisabeth Doineau,1961-04-07T00:00:00Z
http://www.wikidata.org/entity/Q18214886,French politician,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20d%27Hauteserre.jpg,Jeanne d'Hauteserre,1953-07-28T00:00:00Z
